participant_code,problem_id,decision
9a20zyov,59,0.0
9a20zyov,38,1.0
9a20zyov,41,1.0
9a20zyov,56,1.0
9a20zyov,14,1.0
9a20zyov,26,0.0
9a20zyov,46,0.0
9a20zyov,43,1.0
9a20zyov,25,1.0
9a20zyov,40,0.0
9a20zyov,0,1.0
9a20zyov,47,1.0
9a20zyov,2,1.0
9a20zyov,44,0.0
9a20zyov,24,1.0
9a20zyov,13,1.0
9a20zyov,12,1.0
9a20zyov,37,0.0
9a20zyov,17,0.0
9a20zyov,58,1.0
9a20zyov,33,0.0
9a20zyov,22,0.0
9a20zyov,4,0.0
9a20zyov,11,0.0
9a20zyov,6,0.0
9a20zyov,31,0.0
9a20zyov,36,1.0
9a20zyov,5,1.0
9a20zyov,32,1.0
9a20zyov,18,1.0
9a20zyov,3,1.0
9a20zyov,34,1.0
9a20zyov,15,1.0
9a20zyov,45,1.0
9a20zyov,51,0.0
9a20zyov,1,0.0
9a20zyov,48,1.0
9a20zyov,50,0.0
9a20zyov,54,1.0
9a20zyov,10,1.0
9a20zyov,30,1.0
9a20zyov,39,0.0
9a20zyov,8,0.0
9a20zyov,20,1.0
9a20zyov,23,1.0
9a20zyov,109,0.0
9a20zyov,106,0.0
9a20zyov,74,0.0
9a20zyov,88,0.0
9a20zyov,79,1.0
9a20zyov,62,0.0
9a20zyov,83,0.0
9a20zyov,67,0.0
9a20zyov,86,0.0
9a20zyov,101,1.0
9a20zyov,96,0.0
9a20zyov,64,0.0
9a20zyov,81,1.0
9a20zyov,71,0.0
9a20zyov,90,0.0
9a20zyov,68,1.0
9a20zyov,118,0.0
qozqfbki,108,1.0
qozqfbki,96,0.0
9a20zyov,119,0.0
qozqfbki,99,0.0
qozqfbki,64,0.0
qozqfbki,93,1.0
qozqfbki,112,1.0
qozqfbki,95,1.0
qozqfbki,61,0.0
qozqfbki,62,0.0
qozqfbki,102,1.0
qozqfbki,84,0.0
qozqfbki,79,0.0
qozqfbki,86,0.0
qozqfbki,87,1.0
qozqfbki,75,0.0
qozqfbki,76,0.0
qozqfbki,89,0.0
qozqfbki,110,0.0
qozqfbki,103,0.0
qozqfbki,92,0.0
qozqfbki,119,0.0
qozqfbki,107,1.0
9a20zyov,105,0.0
9a20zyov,103,0.0
9a20zyov,60,1.0
qozqfbki,109,0.0
9a20zyov,114,0.0
9a20zyov,89,0.0
9a20zyov,77,0.0
qozqfbki,72,1.0
9a20zyov,108,0.0
9a20zyov,94,0.0
qozqfbki,105,1.0
9a20zyov,111,0.0
9a20zyov,97,1.0
9a20zyov,76,0.0
qozqfbki,94,0.0
9a20zyov,61,0.0
qozqfbki,77,0.0
9a20zyov,116,1.0
9a20zyov,78,0.0
qozqfbki,88,0.0
9a20zyov,70,1.0
qozqfbki,85,1.0
9a20zyov,63,1.0
qozqfbki,111,0.0
9a20zyov,99,0.0
qozqfbki,101,0.0
9a20zyov,115,1.0
qozqfbki,81,1.0
9a20zyov,87,1.0
9a20zyov,85,1.0
9a20zyov,112,1.0
9a20zyov,113,1.0
9a20zyov,110,0.0
9a20zyov,100,1.0
9a20zyov,66,0.0
9a20zyov,69,1.0
9a20zyov,95,1.0
qozqfbki,67,0.0
qozqfbki,117,1.0
9a20zyov,102,0.0
qozqfbki,70,1.0
9a20zyov,93,0.0
9a20zyov,72,1.0
9a20zyov,117,1.0
9a20zyov,98,0.0
9a20zyov,91,0.0
qozqfbki,65,0.0
9a20zyov,82,1.0
qozqfbki,74,0.0
9a20zyov,80,1.0
9a20zyov,104,1.0
qozqfbki,71,0.0
9a20zyov,75,0.0
9a20zyov,65,1.0
9a20zyov,73,1.0
9a20zyov,107,1.0
9a20zyov,92,1.0
9a20zyov,84,0.0
qozqfbki,147,1.0
qozqfbki,126,1.0
qozqfbki,161,0.0
qozqfbki,176,0.0
qozqfbki,125,1.0
qozqfbki,123,1.0
qozqfbki,136,0.0
qozqfbki,164,1.0
qozqfbki,175,0.0
qozqfbki,156,0.0
qozqfbki,122,0.0
qozqfbki,140,1.0
qozqfbki,163,0.0
qozqfbki,137,0.0
qozqfbki,171,0.0
qozqfbki,158,1.0
qozqfbki,135,0.0
qozqfbki,165,1.0
qozqfbki,157,1.0
qozqfbki,120,0.0
qozqfbki,153,1.0
qozqfbki,160,1.0
qozqfbki,155,1.0
qozqfbki,129,0.0
qozqfbki,134,0.0
qozqfbki,124,0.0
qozqfbki,167,1.0
qozqfbki,138,1.0
qozqfbki,144,0.0
qozqfbki,132,1.0
qozqfbki,139,0.0
qozqfbki,150,1.0
qozqfbki,173,0.0
qozqfbki,128,0.0
qozqfbki,170,1.0
qozqfbki,178,1.0
qozqfbki,152,1.0
qozqfbki,166,0.0
qozqfbki,131,0.0
qozqfbki,172,0.0
qozqfbki,142,0.0
qozqfbki,145,1.0
qozqfbki,149,0.0
qozqfbki,133,0.0
9a20zyov,163,1.0
9a20zyov,143,1.0
9a20zyov,172,0.0
9a20zyov,131,0.0
9a20zyov,120,0.0
9a20zyov,135,0.0
9a20zyov,155,1.0
9a20zyov,152,1.0
9a20zyov,125,1.0
9a20zyov,162,0.0
9a20zyov,142,0.0
9a20zyov,128,1.0
9a20zyov,147,1.0
9a20zyov,140,1.0
9a20zyov,146,0.0
9a20zyov,154,1.0
9a20zyov,160,1.0
9a20zyov,129,1.0
9a20zyov,171,1.0
9a20zyov,123,1.0
9a20zyov,137,1.0
9a20zyov,168,0.0
9a20zyov,178,0.0
9a20zyov,136,1.0
9a20zyov,121,1.0
9a20zyov,144,0.0
9a20zyov,170,0.0
qozqfbki,154,1.0
9a20zyov,176,1.0
qozqfbki,121,0.0
9a20zyov,145,1.0
qozqfbki,143,0.0
9a20zyov,156,0.0
9a20zyov,141,1.0
9a20zyov,126,0.0
qozqfbki,169,0.0
9a20zyov,164,1.0
qozqfbki,177,0.0
9a20zyov,174,0.0
qozqfbki,148,0.0
9a20zyov,149,0.0
qozqfbki,162,1.0
qozqfbki,130,1.0
9a20zyov,138,1.0
qozqfbki,146,0.0
9a20zyov,130,1.0
qozqfbki,151,0.0
qozqfbki,141,1.0
9a20zyov,139,1.0
qozqfbki,159,1.0
9a20zyov,153,1.0
qozqfbki,179,0.0
qozqfbki,127,0.0
9a20zyov,166,1.0
qozqfbki,168,0.0
9a20zyov,161,0.0
qozqfbki,174,0.0
9a20zyov,151,0.0
9a20zyov,148,0.0
9a20zyov,169,1.0
9a20zyov,159,0.0
9a20zyov,158,1.0
9a20zyov,167,1.0
9a20zyov,134,0.0
9a20zyov,133,0.0
9a20zyov,173,0.0
9a20zyov,132,1.0
9a20zyov,150,0.0
9a20zyov,175,1.0
9a20zyov,165,1.0
9a20zyov,179,1.0
9a20zyov,177,0.0
9a20zyov,122,0.0
9a20zyov,124,1.0
9a20zyov,157,1.0
9a20zyov,127,1.0
jwefl9u2,41,1.0
jwefl9u2,2,0.0
jwefl9u2,0,0.0
jwefl9u2,49,1.0
jwefl9u2,27,1.0
jwefl9u2,44,0.0
jwefl9u2,26,0.0
jwefl9u2,13,0.0
jwefl9u2,15,0.0
jwefl9u2,52,0.0
jwefl9u2,50,1.0
jwefl9u2,35,0.0
jwefl9u2,3,1.0
jwefl9u2,53,0.0
jwefl9u2,36,1.0
jwefl9u2,48,1.0
jwefl9u2,51,0.0
jwefl9u2,40,1.0
jwefl9u2,25,1.0
jwefl9u2,8,0.0
jwefl9u2,58,0.0
jwefl9u2,19,1.0
jwefl9u2,30,1.0
jwefl9u2,11,0.0
jwefl9u2,47,1.0
jwefl9u2,5,0.0
jwefl9u2,4,1.0
jwefl9u2,54,1.0
jwefl9u2,10,1.0
jwefl9u2,6,0.0
jwefl9u2,12,1.0
jwefl9u2,37,1.0
jwefl9u2,1,1.0
jwefl9u2,46,1.0
jwefl9u2,43,1.0
jwefl9u2,18,1.0
jwefl9u2,28,1.0
jwefl9u2,32,1.0
jjbswlq8,59,1.0
jwefl9u2,14,0.0
jjbswlq8,32,1.0
jjbswlq8,34,1.0
jwefl9u2,29,0.0
jwefl9u2,55,0.0
jjbswlq8,48,0.0
jwefl9u2,56,1.0
jjbswlq8,36,1.0
jwefl9u2,9,0.0
jwefl9u2,38,0.0
jjbswlq8,58,1.0
jwefl9u2,42,1.0
jjbswlq8,6,0.0
jwefl9u2,21,1.0
jjbswlq8,35,0.0
jwefl9u2,23,0.0
jjbswlq8,54,1.0
jwefl9u2,45,1.0
jjbswlq8,27,1.0
jwefl9u2,34,1.0
jwefl9u2,33,0.0
jjbswlq8,20,0.0
jwefl9u2,22,0.0
jjbswlq8,21,0.0
jwefl9u2,57,1.0
jjbswlq8,15,0.0
jjbswlq8,50,0.0
jwefl9u2,24,1.0
jwefl9u2,20,0.0
jjbswlq8,26,1.0
jwefl9u2,31,0.0
jwefl9u2,59,0.0
jjbswlq8,17,1.0
jjbswlq8,56,1.0
jwefl9u2,17,0.0
jwefl9u2,39,1.0
jjbswlq8,16,0.0
jwefl9u2,16,0.0
jjbswlq8,55,0.0
jwefl9u2,7,0.0
jjbswlq8,12,0.0
jjbswlq8,25,1.0
jjbswlq8,7,0.0
jwefl9u2,72,1.0
jjbswlq8,41,1.0
jwefl9u2,108,0.0
jwefl9u2,60,0.0
jjbswlq8,44,0.0
jwefl9u2,86,0.0
jjbswlq8,0,0.0
jwefl9u2,83,0.0
jwefl9u2,77,0.0
jwefl9u2,115,1.0
jjbswlq8,51,1.0
jjbswlq8,9,1.0
jwefl9u2,93,1.0
jjbswlq8,47,0.0
jjbswlq8,37,1.0
jjbswlq8,14,1.0
jjbswlq8,57,1.0
jwefl9u2,95,1.0
jwefl9u2,99,0.0
jjbswlq8,22,1.0
jjbswlq8,39,0.0
jwefl9u2,67,0.0
jwefl9u2,63,0.0
jwefl9u2,101,1.0
jjbswlq8,13,0.0
jjbswlq8,18,0.0
jjbswlq8,53,1.0
jwefl9u2,96,0.0
jwefl9u2,85,1.0
jwefl9u2,88,0.0
jjbswlq8,40,1.0
jjbswlq8,3,0.0
jwefl9u2,92,0.0
jwefl9u2,78,0.0
jwefl9u2,80,0.0
jjbswlq8,31,0.0
jwefl9u2,119,0.0
jwefl9u2,71,0.0
jjbswlq8,42,1.0
jjbswlq8,43,0.0
jjbswlq8,38,1.0
jjbswlq8,30,1.0
jjbswlq8,2,1.0
jwefl9u2,100,1.0
jjbswlq8,49,1.0
jjbswlq8,23,1.0
jwefl9u2,89,0.0
jwefl9u2,82,0.0
jwefl9u2,114,1.0
jjbswlq8,1,1.0
jjbswlq8,29,1.0
jwefl9u2,68,0.0
jjbswlq8,33,1.0
jjbswlq8,24,1.0
jwefl9u2,107,1.0
jjbswlq8,11,0.0
jwefl9u2,104,1.0
jwefl9u2,110,0.0
jjbswlq8,8,0.0
jjbswlq8,45,0.0
jjbswlq8,10,0.0
jwefl9u2,69,0.0
jjbswlq8,5,1.0
jwefl9u2,65,0.0
jjbswlq8,19,0.0
jjbswlq8,4,1.0
jjbswlq8,52,1.0
jjbswlq8,46,0.0
jwefl9u2,66,0.0
jwefl9u2,102,1.0
jwefl9u2,74,1.0
jwefl9u2,62,1.0
jwefl9u2,94,1.0
jjbswlq8,28,0.0
jwefl9u2,98,1.0
jwefl9u2,117,1.0
jwefl9u2,103,1.0
jwefl9u2,70,1.0
jwefl9u2,105,1.0
2q3miaqq,34,1.0
jwefl9u2,97,1.0
jwefl9u2,81,0.0
jwefl9u2,64,0.0
jwefl9u2,73,0.0
2q3miaqq,7,0.0
jwefl9u2,76,1.0
jwefl9u2,113,0.0
jwefl9u2,118,0.0
jwefl9u2,112,0.0
jwefl9u2,106,0.0
2q3miaqq,23,0.0
jwefl9u2,87,1.0
jjbswlq8,78,0.0
jwefl9u2,111,0.0
jwefl9u2,75,0.0
jjbswlq8,79,1.0
2q3miaqq,32,1.0
jjbswlq8,60,0.0
2q3miaqq,20,0.0
2q3miaqq,15,0.0
jjbswlq8,66,0.0
2q3miaqq,36,1.0
2q3miaqq,52,0.0
2q3miaqq,17,0.0
2q3miaqq,16,0.0
jjbswlq8,63,0.0
jjbswlq8,91,0.0
jjbswlq8,117,1.0
2q3miaqq,18,0.0
jjbswlq8,76,0.0
jjbswlq8,64,1.0
jjbswlq8,68,1.0
jjbswlq8,106,0.0
2q3miaqq,58,0.0
jjbswlq8,100,1.0
2q3miaqq,13,0.0
jjbswlq8,87,1.0
2q3miaqq,40,0.0
jjbswlq8,62,1.0
jjbswlq8,80,1.0
jjbswlq8,102,0.0
jjbswlq8,89,0.0
2q3miaqq,43,1.0
jjbswlq8,88,0.0
2q3miaqq,11,0.0
2q3miaqq,8,0.0
jjbswlq8,101,1.0
jjbswlq8,112,0.0
jjbswlq8,109,0.0
2q3miaqq,10,1.0
2q3miaqq,2,0.0
2q3miaqq,47,0.0
2q3miaqq,57,1.0
2q3miaqq,39,1.0
2q3miaqq,49,1.0
2q3miaqq,45,0.0
2q3miaqq,41,0.0
2q3miaqq,22,0.0
2q3miaqq,50,1.0
2q3miaqq,51,1.0
2q3miaqq,27,1.0
2q3miaqq,3,0.0
2q3miaqq,31,0.0
jwefl9u2,109,0.0
2q3miaqq,56,1.0
jwefl9u2,90,0.0
jwefl9u2,91,1.0
jwefl9u2,79,1.0
jjbswlq8,105,0.0
jjbswlq8,90,0.0
2q3miaqq,59,1.0
2q3miaqq,46,0.0
jwefl9u2,84,0.0
jwefl9u2,116,1.0
jwefl9u2,61,1.0
2q3miaqq,0,0.0
jjbswlq8,93,0.0
jjbswlq8,73,0.0
jjbswlq8,97,1.0
jwefl9u2,177,1.0
jwefl9u2,146,0.0
jwefl9u2,133,0.0
jwefl9u2,122,1.0
jwefl9u2,161,0.0
jjbswlq8,70,0.0
jjbswlq8,104,0.0
jwefl9u2,131,0.0
jjbswlq8,74,0.0
jwefl9u2,166,1.0
2q3miaqq,24,0.0
jjbswlq8,111,1.0
jwefl9u2,143,0.0
fvivvzyi,10,1.0
jwefl9u2,173,0.0
jwefl9u2,167,0.0
jwefl9u2,170,0.0
jwefl9u2,137,1.0
jwefl9u2,174,1.0
fvivvzyi,46,1.0
jwefl9u2,159,0.0
fvivvzyi,37,0.0
jwefl9u2,144,1.0
jwefl9u2,172,0.0
jwefl9u2,120,0.0
jwefl9u2,155,1.0
jwefl9u2,127,0.0
fvivvzyi,4,1.0
jwefl9u2,128,1.0
jwefl9u2,162,1.0
jwefl9u2,130,1.0
jwefl9u2,160,1.0
jwefl9u2,164,0.0
fvivvzyi,7,0.0
jwefl9u2,123,0.0
jwefl9u2,129,1.0
jwefl9u2,171,0.0
jwefl9u2,141,0.0
jjbswlq8,75,0.0
jjbswlq8,116,0.0
jwefl9u2,126,0.0
jwefl9u2,135,1.0
jwefl9u2,134,1.0
jjbswlq8,110,0.0
jwefl9u2,148,0.0
jjbswlq8,118,1.0
fvivvzyi,0,0.0
jwefl9u2,124,0.0
jwefl9u2,151,0.0
jwefl9u2,178,0.0
jwefl9u2,138,1.0
fvivvzyi,1,0.0
jwefl9u2,142,1.0
jjbswlq8,86,0.0
fvivvzyi,43,1.0
jjbswlq8,81,0.0
jjbswlq8,61,0.0
fvivvzyi,36,1.0
jjbswlq8,115,1.0
fvivvzyi,29,0.0
fvivvzyi,45,0.0
fvivvzyi,34,1.0
fvivvzyi,57,1.0
fvivvzyi,8,0.0
fvivvzyi,50,0.0
fvivvzyi,16,1.0
fvivvzyi,26,0.0
fvivvzyi,21,0.0
fvivvzyi,49,1.0
fvivvzyi,23,0.0
fvivvzyi,48,1.0
fvivvzyi,44,1.0
fvivvzyi,52,0.0
fvivvzyi,56,1.0
fvivvzyi,24,0.0
fvivvzyi,12,0.0
fvivvzyi,14,0.0
fvivvzyi,9,0.0
fvivvzyi,47,0.0
fvivvzyi,17,0.0
fvivvzyi,58,0.0
fvivvzyi,28,0.0
fvivvzyi,3,1.0
jwefl9u2,121,1.0
jwefl9u2,125,0.0
2q3miaqq,54,1.0
jwefl9u2,153,1.0
2q3miaqq,25,1.0
jwefl9u2,150,1.0
jjbswlq8,77,1.0
jwefl9u2,147,1.0
2q3miaqq,53,1.0
fvivvzyi,27,1.0
jjbswlq8,113,1.0
jwefl9u2,168,1.0
2q3miaqq,42,1.0
jwefl9u2,175,0.0
jjbswlq8,83,1.0
jwefl9u2,132,1.0
jwefl9u2,176,1.0
2q3miaqq,33,0.0
jwefl9u2,163,0.0
2q3miaqq,29,0.0
2q3miaqq,28,0.0
2q3miaqq,35,0.0
jwefl9u2,145,0.0
fvivvzyi,53,0.0
2q3miaqq,9,0.0
jwefl9u2,179,0.0
jjbswlq8,95,1.0
jwefl9u2,169,1.0
jwefl9u2,157,1.0
jjbswlq8,99,1.0
jwefl9u2,154,1.0
jjbswlq8,107,0.0
jjbswlq8,108,0.0
fvivvzyi,38,0.0
jwefl9u2,165,1.0
2q3miaqq,19,0.0
jwefl9u2,136,1.0
2q3miaqq,48,0.0
jwefl9u2,139,1.0
fvivvzyi,31,0.0
2q3miaqq,30,1.0
jjbswlq8,65,0.0
jjbswlq8,92,1.0
jjbswlq8,85,0.0
2q3miaqq,14,0.0
jwefl9u2,152,1.0
jwefl9u2,158,1.0
jjbswlq8,84,1.0
2q3miaqq,21,0.0
jjbswlq8,96,0.0
fvivvzyi,59,1.0
jwefl9u2,149,1.0
jwefl9u2,140,0.0
2q3miaqq,26,0.0
jjbswlq8,82,1.0
jjbswlq8,103,0.0
jjbswlq8,94,0.0
jjbswlq8,119,1.0
jwefl9u2,156,0.0
jjbswlq8,67,1.0
2q3miaqq,4,0.0
fvivvzyi,35,0.0
2q3miaqq,38,1.0
jjbswlq8,71,1.0
fvivvzyi,42,1.0
jjbswlq8,69,1.0
jjbswlq8,98,1.0
2q3miaqq,37,0.0
jjbswlq8,72,1.0
fvivvzyi,30,1.0
fvivvzyi,55,0.0
jjbswlq8,114,1.0
fvivvzyi,54,1.0
2q3miaqq,5,0.0
fvivvzyi,40,0.0
jjbswlq8,159,1.0
jjbswlq8,169,1.0
jjbswlq8,161,0.0
jjbswlq8,129,1.0
jjbswlq8,139,0.0
jjbswlq8,164,1.0
jjbswlq8,134,1.0
jjbswlq8,126,0.0
jjbswlq8,138,0.0
jjbswlq8,121,1.0
jjbswlq8,175,0.0
jjbswlq8,141,0.0
jjbswlq8,171,0.0
jjbswlq8,123,0.0
jjbswlq8,177,0.0
jjbswlq8,172,0.0
jjbswlq8,131,1.0
jjbswlq8,142,1.0
jjbswlq8,179,0.0
jjbswlq8,150,1.0
jjbswlq8,155,1.0
jjbswlq8,122,1.0
jjbswlq8,130,0.0
jjbswlq8,136,1.0
jjbswlq8,176,0.0
jjbswlq8,156,0.0
jjbswlq8,167,1.0
jjbswlq8,153,1.0
jjbswlq8,157,1.0
2q3miaqq,44,0.0
2q3miaqq,6,0.0
2q3miaqq,55,0.0
jjbswlq8,125,1.0
fvivvzyi,15,0.0
jjbswlq8,140,1.0
jjbswlq8,135,0.0
jjbswlq8,160,1.0
jjbswlq8,165,1.0
jjbswlq8,143,0.0
jjbswlq8,149,1.0
jjbswlq8,154,1.0
jjbswlq8,120,0.0
2q3miaqq,12,1.0
jjbswlq8,168,0.0
jjbswlq8,148,0.0
2q3miaqq,1,0.0
jjbswlq8,132,1.0
jjbswlq8,173,1.0
jjbswlq8,137,1.0
jjbswlq8,163,1.0
2q3miaqq,74,0.0
jjbswlq8,178,0.0
2q3miaqq,76,0.0
2q3miaqq,71,0.0
jjbswlq8,162,0.0
jjbswlq8,174,1.0
2q3miaqq,86,0.0
2q3miaqq,110,0.0
jjbswlq8,127,1.0
2q3miaqq,103,0.0
jjbswlq8,133,0.0
2q3miaqq,83,0.0
jjbswlq8,145,0.0
2q3miaqq,89,0.0
jjbswlq8,144,1.0
2q3miaqq,95,1.0
jjbswlq8,147,1.0
2q3miaqq,97,1.0
2q3miaqq,87,1.0
jjbswlq8,166,0.0
2q3miaqq,102,0.0
jjbswlq8,158,0.0
2q3miaqq,62,0.0
jjbswlq8,151,1.0
jjbswlq8,152,1.0
2q3miaqq,82,0.0
fvivvzyi,41,0.0
2q3miaqq,91,1.0
jjbswlq8,128,0.0
jjbswlq8,170,0.0
2q3miaqq,72,1.0
2q3miaqq,96,0.0
jjbswlq8,146,0.0
2q3miaqq,109,1.0
fvivvzyi,25,1.0
2q3miaqq,85,1.0
2q3miaqq,90,0.0
2q3miaqq,117,1.0
jjbswlq8,124,1.0
2q3miaqq,98,0.0
2q3miaqq,118,0.0
2q3miaqq,73,0.0
fvivvzyi,20,0.0
2q3miaqq,111,0.0
2q3miaqq,60,0.0
2q3miaqq,80,0.0
2q3miaqq,114,1.0
2q3miaqq,88,0.0
fvivvzyi,19,1.0
2q3miaqq,94,0.0
fvivvzyi,11,0.0
2q3miaqq,113,0.0
2q3miaqq,116,1.0
2q3miaqq,106,0.0
2q3miaqq,66,0.0
fvivvzyi,33,0.0
2q3miaqq,64,1.0
2q3miaqq,104,0.0
2q3miaqq,78,0.0
2q3miaqq,100,1.0
2q3miaqq,93,0.0
2q3miaqq,107,1.0
2q3miaqq,75,0.0
2q3miaqq,105,1.0
fvivvzyi,22,1.0
2q3miaqq,119,0.0
2q3miaqq,69,0.0
2q3miaqq,77,0.0
fvivvzyi,2,0.0
2q3miaqq,108,1.0
2q3miaqq,101,1.0
2q3miaqq,92,1.0
fvivvzyi,6,1.0
2q3miaqq,61,1.0
2q3miaqq,84,0.0
2q3miaqq,79,0.0
2q3miaqq,63,0.0
2q3miaqq,70,1.0
2q3miaqq,68,0.0
2q3miaqq,81,0.0
2q3miaqq,65,0.0
2q3miaqq,112,1.0
fvivvzyi,18,0.0
2q3miaqq,115,1.0
2q3miaqq,99,1.0
2q3miaqq,67,0.0
fvivvzyi,13,0.0
fvivvzyi,39,1.0
fvivvzyi,5,0.0
2q3miaqq,142,0.0
59qfcgly,38,0.0
59qfcgly,33,1.0
59qfcgly,57,1.0
59qfcgly,1,0.0
59qfcgly,42,1.0
fvivvzyi,116,1.0
2q3miaqq,174,1.0
2q3miaqq,177,1.0
59qfcgly,46,0.0
59qfcgly,39,0.0
59qfcgly,7,0.0
2q3miaqq,131,0.0
2q3miaqq,136,0.0
2q3miaqq,161,0.0
59qfcgly,48,0.0
2q3miaqq,153,1.0
59qfcgly,0,0.0
2q3miaqq,162,1.0
59qfcgly,37,0.0
59qfcgly,43,0.0
2q3miaqq,169,1.0
2q3miaqq,145,1.0
fvivvzyi,51,1.0
59qfcgly,12,1.0
2q3miaqq,140,0.0
fvivvzyi,32,1.0
59qfcgly,9,0.0
2q3miaqq,158,1.0
59qfcgly,55,0.0
59qfcgly,40,0.0
59qfcgly,2,0.0
2q3miaqq,138,0.0
fvivvzyi,85,1.0
fvivvzyi,101,0.0
59qfcgly,14,0.0
59qfcgly,58,1.0
2q3miaqq,146,0.0
59qfcgly,28,0.0
59qfcgly,30,1.0
2q3miaqq,132,1.0
59qfcgly,22,0.0
fvivvzyi,70,1.0
2q3miaqq,157,1.0
59qfcgly,44,0.0
59qfcgly,36,1.0
59qfcgly,59,1.0
fvivvzyi,91,1.0
59qfcgly,49,1.0
2q3miaqq,126,0.0
59qfcgly,4,0.0
59qfcgly,27,1.0
59qfcgly,3,0.0
fvivvzyi,112,1.0
59qfcgly,23,0.0
59qfcgly,34,1.0
59qfcgly,5,0.0
2q3miaqq,144,0.0
59qfcgly,24,1.0
59qfcgly,20,1.0
fvivvzyi,74,0.0
59qfcgly,15,0.0
59qfcgly,13,0.0
59qfcgly,50,0.0
59qfcgly,25,0.0
59qfcgly,11,0.0
2q3miaqq,148,0.0
fvivvzyi,95,1.0
2q3miaqq,156,0.0
59qfcgly,8,0.0
59qfcgly,21,0.0
fvivvzyi,80,0.0
2q3miaqq,127,0.0
2q3miaqq,139,0.0
2q3miaqq,173,1.0
2q3miaqq,179,1.0
2q3miaqq,129,0.0
2q3miaqq,150,1.0
fvivvzyi,87,1.0
2q3miaqq,141,0.0
2q3miaqq,165,1.0
2q3miaqq,168,0.0
fvivvzyi,84,0.0
2q3miaqq,128,0.0
fvivvzyi,97,1.0
2q3miaqq,176,1.0
2q3miaqq,143,0.0
2q3miaqq,149,0.0
2q3miaqq,134,0.0
2q3miaqq,155,1.0
2q3miaqq,170,1.0
2q3miaqq,122,0.0
2q3miaqq,135,0.0
59qfcgly,32,1.0
59qfcgly,18,0.0
59qfcgly,54,1.0
2q3miaqq,163,0.0
59qfcgly,6,0.0
59qfcgly,51,1.0
2q3miaqq,154,1.0
2q3miaqq,133,0.0
fvivvzyi,104,0.0
2q3miaqq,160,1.0
59qfcgly,35,0.0
59qfcgly,45,0.0
59qfcgly,52,1.0
59qfcgly,31,0.0
fvivvzyi,82,1.0
2q3miaqq,130,1.0
